lyrics,emotion
sih lamat jalan kawan cepatlah berlabuh,sedih
mimpimu kini telah kaudapati,sedih
tidak ada lagi seorang pun yang mengganggu,sedih
banyak sudah kisah yang tertinggal,sedih
kaubuat jadi satu kenangan,sedih
seorang sahabat pergi,sedih
tanpa tangis arungi mimpi,sedih
sih lamat jalan kawan cepatlah berlabuh,sedih
mimpimu kini telah kaudapati,sedih
tidak ada lagi seorang pun yang mengganggu,sedih
terlalu lama engkau terkenang. hancurkan diri kian jauh tenggelam. lelah mencoba untuk lepaskan beban. kaubeli mimpi semu tidak berarti sendiri. tidak mampu kau beranjak pergi. jalan yang panjang nanar kautatap. tidak lagi peduli semua yang terjadi. sih makin dalam larut anganmu melayang. mimpimu hadirkan semua penantian. alunan apa ajak kau bernyanyi . akhirnya kau pun pergi tidak kembali. banyak sudah kisah yang tertinggal. kaubuat jadi satu kenangan. seorang sahabat pergi. tanpa tangis arungi mimpi. sih lamat jalan kawan cepatlah berlabuh. mimpimu kini telah kaudapati. tidak ada lagi seorang pun yang mengganggu. kau bernyanyi. tiap haruku hanya sanggup mengingat. jelas bayangmu yang masih melekat. dalam kecewa aku hanya mampu katakan. tetaplah tersenyum kar nya itu jalan yang telah kaupilih. terbanglah oh terbanglah bersama pelangi. banyak sudah kisah yang tertinggal. kaubuat jadi satu kenangan. seorang sahabat pergi. tanpa tangis arungi mimpi. sih lamat jalan kawan cepatlah berlabuh. mimpimu kini telah kaudapati. tidak ada lagi seorang pun yang mengganggu. kau bernyanyi. sih moga dalam damai engkau mengerti. arti dalamnya jalan yang kaudaki. hingga indahnya bias mentari. tidak lagi kaunikmati. sih lamat jalan kawan cepatlah berlabuh. mimpimu kini telah kaudapati. tidak ada lagi seorang pun yang mengganggu. kau bernyanyi banyak sudah kisah yang tertinggal. kaubuat jadi satu kenangan. seorang sahabat pergi. tanpa tangis arungi mimpi. sih lamat jalan kawan cepatlah berlabuh. mimpimu kini telah kaudapati. tidak ada lagi seorang pun yang mengganggu. kau bernyanyi,sedih
segenap hatiku selalu memujamu,bahagia
seluruh jiwa aku persembahkan untukmu,bahagia
sepenuh cintaku merindukan dirimu,bahagia
seutuh gejolak membakar hatiku,bahagia
seperti cahaya hadirmu di duniaku,bahagia
seperti ribuan bintang yang menghujam jantungku,bahagia
kau membuatku merasakan indahnya jatuh cinta,bahagia
indahnya di cintai saat kau jadi milikku,bahagia
oh tidak akan kulepaskan dirimu oh cintaku,bahagia
teruslah kau bersemi di dalam lubuk hatiku,bahagia
seperti cahaya hadirmu di duniaku,bahagia
seperti ribuan bintang yang menghujam jantungku oh,bahagia
kau membuatku merasakan indahnya jatuh cinta,bahagia
indahnya di cintai saat kau jadi milikku,bahagia
oh tidak akan kulepaskan dirimu oh cintaku,bahagia
teruslah kau bersemi di dalam lubuk hatiku,bahagia
kau membuatku merasa indahnya jatuh cinta,bahagia
indahnya di cintai saat kau jadi milikku,bahagia
oh tidak akan kulepaskan dirimu oh cintaku,bahagia
teruslah kau bersemi di dalam lubuk hatiku,bahagia
kau membuatku merasa indahnya jatuh cinta,bahagia
indahnya di cintai saat kau jadi milikku,bahagia
saat kau jadi milikku,bahagia
kau membuatku merasakan indahnya jatuh cinta,bahagia
indahnya di cintai saat kau jadi milikku,bahagia
oh tidak akan kulepaskan dirimu oh cintaku,bahagia
teruslah kau bersemi di dalam lubuk hatiku,bahagia
segenap hatiku selalu memujamu. seluruh jiwa aku persembahkan untukmu. sepenuh cintaku merindukan dirimu. seutuh gejolak membakar hatiku. seperti cahaya hadirmu di duniaku. seperti ribuan bintang yang menghujam jantungku. kau membuatku merasakan indahnya jatuh cinta. indahnya di cintai saat kau jadi milikku. oh tidak akan kulepaskan dirimu oh cintaku. teruslah kau bersemi di dalam lubuk hatiku. seperti cahaya hadirmu di duniaku. seperti ribuan bintang yang menghujam jantungku oh. kau membuatku merasakan indahnya jatuh cinta. indahnya di cintai saat kau jadi milikku. oh tidak akan kulepaskan dirimu oh cintaku. teruslah kau bersemi di dalam lubuk hatiku. kau membuatku merasa indahnya jatuh cinta. indahnya di cintai saat kau jadi milikku. oh tidak akan kulepaskan dirimu oh cintaku. teruslah kau bersemi di dalam lubuk hatiku. kau membuatku merasa indahnya jatuh cinta. indahnya di cintai saat kau jadi milikku. saat kau jadi milikku kau membuatku merasakan indahnya jatuh cinta. indahnya di cintai saat kau jadi milikku. oh tidak akan kulepaskan dirimu oh cintaku. teruslah kau bersemi di dalam lubuk hatiku,bahagia
bila aku tidak di sini,bahagia
tetaplah kau bernyanyi,bahagia
dan bila aku telah pergi,bahagia
kenanglah yang terjadi,bahagia
pastikan padaku bahwa kamu,bahagia
karena di setiap mimpiku,bahagia
pasti selalu ada kamu,bahagia
dengarkan dan rasakan,bahagia
lagu yang aku ciptakan untukmu,bahagia
walau mungkin terdengar enggak merdu,bahagia
kita pernah bersama di sini,bahagia
lalui hari penuh warna warni,bahagia
meski tidak seindah pelangi,bahagia
tapi kita pernah bermimpi,bahagia
percayalah padaku meski di gelap malam,bahagia
kamu enggak sendirian,bahagia
dan semua bintang yang aku tinggalkan,bahagia
temani kau sampai akhir malam,bahagia
dengarkan dan rasakan,bahagia
lagu yang aku ciptakan untukmu,bahagia
walau mungkin terdengar enggak merdu,bahagia
kita pernah bersama di sini,bahagia
lalui hari penuh warna warni,bahagia
meski tidak seindah pelangi,bahagia
tapi kita pernah bermimpi,bahagia
percayalah padaku meski di gelap malam,bahagia
kamu enggak sendirian,bahagia
dan semua bintang yang aku tinggalkan,bahagia
temani kau sampai akhir malam,bahagia
mungkin ini hanya sementara,bahagia
mungkin juga untuk selamanya,bahagia
tapi nanti jika aku kembali,bahagia
kau harus ada di sini,bahagia
percayalah padaku meski di gelap malam,bahagia
kamu enggak sendirian,bahagia
dan semua bintang yang aku tinggalkan,bahagia
temani kau sampai akhir malam,bahagia
percayalah padaku meski di gelap malam,bahagia
kamu enggak sendirian,bahagia
dan semua bintang yang aku tinggalkan,bahagia
temani kau sampai akhir malam,bahagia
percayalah padaku meski di gelap malam,bahagia
kamu enggak sendirian,bahagia
dan semua bintang yang aku tinggalkan,bahagia
temani kau sampai akhir malam,bahagia
bila aku tidak di sini. tetaplah kau bernyanyi. dan bila aku telah pergi. kenanglah yang terjadi. pastikan padaku bahwa kamu. kan baik baik saja. karena di setiap mimpiku. pasti selalu ada kamu. dengarkan dan rasakan. lagu yang aku ciptakan untukmu. walau mungkin terdengar enggak merdu. tapi hanya untukmu. kita pernah bersama di sini. lalui hari penuh warna warni. meski tidak seindah pelangi. tapi kita pernah bermimpi. percayalah padaku meski di gelap malam. kamu enggak sendirian. dan semua bintang yang aku tinggalkan. temani kau sampai akhir malam. dengarkan dan rasakan. lagu yang aku ciptakan untukmu. walau mungkin terdengar enggak merdu. tapi hanya untukmu. kita pernah bersama di sini. lalui hari penuh warna warni. meski tidak seindah pelangi. tapi kita pernah bermimpi. percayalah padaku meski di gelap malam. kamu enggak sendirian. dan semua bintang yang aku tinggalkan. temani kau sampai akhir malam. mungkin ini hanya sementara. mungkin juga untuk selamanya. tapi nanti jika aku kembali. kau harus ada di sini. percayalah padaku meski di gelap malam. kamu enggak sendirian. dan semua bintang yang aku tinggalkan. temani kau sampai akhir malam. percayalah padaku meski di gelap malam. kamu enggak sendirian. dan semua bintang yang aku tinggalkan. temani kau sampai akhir malam. nya nya nya nya nya. nya nya nya nya nya. nya nya nya nya nya. nya nya nya nya nya. nya nya nya nya nya. nya nya nya nya nya percayalah padaku meski di gelap malam. kamu enggak sendirian. dan semua bintang yang aku tinggalkan. temani kau sampai akhir malam,bahagia
tak pernah kusangka ini terjadi,marah
kisah cinta yang suci ini,marah
kau tinggalkan begitu saja,marah
sekian lamanya kita berdua,marah
tidak kusangka begitu cepat berlalu,marah
untuk mencari kesombongan diri,marah
lupa segala yang pernah kau ucapkan,marah
pergilah kasih kejarlah keinginanmu,marah
selagi masih ada waktu,marah
jangan hiraukan diriku,marah
aku rela berpisah demi untuk dirimu,marah
semoga tercapai segala keinginanmu,marah
tidak kusangka begitu cepat berlalu,marah
untuk mencari kesombongan diri,marah
lupa segala yang pernah kau ucapkan,marah
pergilah kasih kejarlah keinginanmu,marah
selagi masih ada waktu,marah
jangan hiraukan diriku,marah
aku rela berpisah demi untuk dirimu,marah
semoga tercapai segala keinginanmu,marah
pergilah kasih kejarlah keinginanmu,marah
selagi masih ada waktu,marah
jangan hiraukan diriku,marah
aku rela berpisah demi untuk dirimu,marah
semoga tercapai segala keinginanmu,marah
selagi masih ada waktu,marah
jangan hiraukan diriku,marah
aku rela berpisah demi untuk dirimu,marah
semoga tercapai segala keinginanmu,marah
pergilah kasih kejarlah keinginanmu,marah
selagi masih ada waktu,marah
jangan hiraukan diriku,marah
aku rela berpisah demi untuk dirimu,marah
semoga tercapai segala keinginanmu,marah
tak pernah kusangka ini terjadi. kisah cinta yang suci ini. kau tinggalkan begitu saja. sekian lamanya kita berdua. tidak kusangka begitu cepat berlalu. untuk mencari kesombongan diri. lupa segala yang pernah kau ucapkan. kau tinggalkan daku. pergilah kasih kejarlah keinginanmu. selagi masih ada waktu. jangan hiraukan diriku. aku rela berpisah demi untuk dirimu. semoga tercapai segala keinginanmu. tidak kusangka begitu cepat berlalu. untuk mencari kesombongan diri. lupa segala yang pernah kau ucapkan. kau tinggalkan daku. pergilah kasih kejarlah keinginanmu. selagi masih ada waktu. jangan hiraukan diriku. aku rela berpisah demi untuk dirimu. semoga tercapai segala keinginanmu. hu uu uu. pergilah kasih kejarlah keinginanmu. selagi masih ada waktu. jangan hiraukan diriku. aku rela berpisah demi untuk dirimu. semoga tercapai segala keinginanmu. kejarlah keinginanmu. selagi masih ada waktu. jangan hiraukan diriku. aku rela berpisah demi untuk dirimu. semoga tercapai segala keinginanmu pergilah kasih kejarlah keinginanmu. selagi masih ada waktu. jangan hiraukan diriku. aku rela berpisah demi untuk dirimu. semoga tercapai segala keinginanmu,marah
bermesraan sih lalu jadi,sedih
hanya aku manusia bodoh,sedih
ini permainkanku berulang ulang kali,sedih
mencoba bertahan sekuat hati,sedih
layaknya karang yang dihempas sang ombak,sedih
jalani hidup dalam buai belaka,sedih
serahkan cinta tulus di dalam takdir,sedih
tidak ayal tingkah lakumu,sedih
kadang akal sehat ini,sedih
tidak cukup membendungnya,sedih
yang sih lalu datang menertawakanku,sedih
tega menari indah di atas tangisanku,sedih
mencoba bertahan sekuat hati,sedih
layaknya karang yang dihempas sang ombak,sedih
jalani hidup dalam buai belaka,sedih
serahkan cinta tulus di dalam takdir,sedih
aku harus menanggungnya,sedih
semua kisah pasti ada akhir,sedih
begitu juga akhir kisah ini,sedih
mencoba bertahan sekuat hati,sedih
layaknya karang yang dihempas sang ombak,sedih
jalani hidup dalam buai belaka,sedih
serahkan cinta tulus di dalam takdir,sedih
aku harus menanggungnya,sedih
bersemayam dalam kalbu,sedih
mencoba bertahan sekuat hati,sedih
layaknya karang yang dihempas sang ombak,sedih
jalani hidup dalam buai belaka,sedih
serahkan cinta tulus di dalam takdir,sedih
aku harus menanggungnya,sedih
dahulu terasa indah. tidak ingin lupakan. bermesraan sih lalu jadi. satu kenangan manis. tiada yang salah. hanya aku manusia bodoh. yang biarkan semua. ini permainkanku berulang ulang kali. mencoba bertahan sekuat hati. layaknya karang yang dihempas sang ombak. jalani hidup dalam buai belaka. serahkan cinta tulus di dalam takdir. tidak ayal tingkah lakumu. buatku putus asa. kadang akal sehat ini. tidak cukup membendungnya. hanya kepedihan. yang sih lalu datang menertawakanku. dia belahan jiwa. tega menari indah di atas tangisanku. mencoba bertahan sekuat hati. layaknya karang yang dihempas sang ombak. jalani hidup dalam buai belaka. serahkan cinta tulus di dalam takdir. tapi sampai kapankah. aku harus menanggungnya . kutukan cinta ini. semua kisah pasti ada akhir. yang harus dilalui. begitu juga akhir kisah ini. yakin aku indah. mencoba bertahan sekuat hati. layaknya karang yang dihempas sang ombak. jalani hidup dalam buai belaka. serahkan cinta tulus di dalam takdir. tapi sampai kapankah. aku harus menanggungnya . kutukan cinta ini. bersemayam dalam kalbu mencoba bertahan sekuat hati. layaknya karang yang dihempas sang ombak. jalani hidup dalam buai belaka. serahkan cinta tulus di dalam takdir. tapi sampai kapankah. aku harus menanggungnya . kutukan cinta ini,sedih
membuatmu jatuh hati kepadaku,sedih
telah kutuliskan sejuta puisi,sedih
meyakinkanmu membalas cintaku,sedih
haruskah aku mati karenamu,sedih
terkubur dalam kesedihan sepanjang waktu,sedih
haruskah kurelakan hidupku,sedih
hanya demi cinta yang mungkin bisa membunuhku,sedih
hentikan denyut nadi jantungku,sedih
tanpa kau tahu betapa suci hatiku,sedih
dalam palung jiwamu mengetukku,sedih
ajarkanmu bahasa perasaan,sedih
hingga hatimu tidak lagi membeku,sedih
haruskah aku mati karenamu,sedih
terkubur dalam kesedihan sepanjang waktu,sedih
haruskah kurelakan hidupku,sedih
hanya demi cinta yang mungkin bisa membunuhku,sedih
hentikan denyut nadi jantungku,sedih
tanpa kau tahu betapa suci hatiku,sedih
tiadakah ruang di hatimu untukku,sedih
yang mungkin bisa untuk kusinggahi,sedih
hanya sekedar penyejuk di saat aku layu,sedih
aku sih lalu menantimu hingga akhir masa oh,sedih
haruskah aku mati karenamu,sedih
terkubur dalam kesedihan sepanjang waktu,sedih
haruskah kurelakan hidupku,sedih
hanya demi cinta yang mungkin bisa membunuhku,sedih
hentikan denyut nadi jantungku,sedih
tanpa kau tahu betapa suci hatiku,sedih
haruskah aku mati karenamu,sedih
terkubur dalam kesedihan sepanjang waktu,sedih
haruskah kurelakan hidupku,sedih
hanya demi cinta yang mungkin bisa membunuhku,sedih
hentikan denyut nadi jantungku,sedih
tanpa kau tahu betapa suci hatiku,sedih
bagaimana mestinya. membuatmu jatuh hati kepadaku . telah kutuliskan sejuta puisi. meyakinkanmu membalas cintaku. haruskah aku mati karenamu . terkubur dalam kesedihan sepanjang waktu. haruskah kurelakan hidupku . hanya demi cinta yang mungkin bisa membunuhku. hentikan denyut nadi jantungku. tanpa kau tahu betapa suci hatiku. untuk memilikimu. adakah keikhlasan. dalam palung jiwamu mengetukku . ajarkanmu bahasa perasaan. hingga hatimu tidak lagi membeku. haruskah aku mati karenamu . terkubur dalam kesedihan sepanjang waktu. haruskah kurelakan hidupku . hanya demi cinta yang mungkin bisa membunuhku. hentikan denyut nadi jantungku. tanpa kau tahu betapa suci hatiku. untuk memilikimu. tiadakah ruang di hatimu untukku. yang mungkin bisa untuk kusinggahi . hanya sekedar penyejuk di saat aku layu. aku sih lalu menantimu hingga akhir masa oh. haruskah aku mati karenamu . terkubur dalam kesedihan sepanjang waktu. haruskah kurelakan hidupku . hanya demi cinta yang mungkin bisa membunuhku. hentikan denyut nadi jantungku. tanpa kau tahu betapa suci hatiku. untuk memilikimu haruskah aku mati karenamu . terkubur dalam kesedihan sepanjang waktu. haruskah kurelakan hidupku . hanya demi cinta yang mungkin bisa membunuhku. hentikan denyut nadi jantungku. tanpa kau tahu betapa suci hatiku. untuk memilikimu,sedih
duduk berdua denganmu,bahagia
mungkin aku terlanjur,bahagia
tidak sanggup jauh dari dirimu,bahagia
kuingin engkau sih lalu,bahagia
kuingin engkau selalu bisa,bahagia
meskipun itu hanya terucap,bahagia
dari dirimu yang terlanjur mampu,bahagia
seribu jalan pun kunanti,bahagia
bila berdua dengan dirimu,bahagia
kuyakin tidak ada satu pun,bahagia
yang mampu merubah rasaku untukmu,bahagia
kuingin engkau sih lalu,bahagia
kuingin engkau selalu bisa,bahagia
meskipun itu hanya terucap,bahagia
dari dirimu yang terlanjur mampu,bahagia
mungkin aku terlanjur,bahagia
tidak sanggup jauh dari dirimu,bahagia
kuingin engkau sih lalu,bahagia
kuingin engkau selalu bisa,bahagia
meskipun itu hanya terucap,bahagia
dari dirimu yang terlanjur mampu,bahagia
kuingin engkau selalu bisa,bahagia
meskipun itu hanya terucap,bahagia
dari dirimu yang terlanjur mampu,bahagia
saat bahagiaku. duduk berdua denganmu. hanyalah bersamamu. mungkin aku terlanjur. tidak sanggup jauh dari dirimu. kuingin engkau sih lalu. untuk jadi milikku. kuingin engkau mampu. kuingin engkau selalu bisa. temani diriku. sampai akhir hayatmu. meskipun itu hanya terucap. dari mulutmu. dari dirimu yang terlanjur mampu. bahagiakan aku. hingga ujung waktuku. selalu. seribu jalan pun kunanti. bila berdua dengan dirimu. melangkah bersamamu. kuyakin tidak ada satu pun. yang mampu merubah rasaku untukmu. kuingin engkau sih lalu. untuk jadi milikku. kuingin engkau mampu. kuingin engkau selalu bisa. temani diriku. sampai akhir hayatmu. meskipun itu hanya terucap. dari mulutmu. dari dirimu yang terlanjur mampu. bahagiakan aku. hingga ujung waktuku. selalu. mungkin aku terlanjur. tidak sanggup jauh dari dirimu. kuingin engkau sih lalu. untuk jadi milikku. kuingin engkau mampu. kuingin engkau selalu bisa. temani diriku. sampai akhir hayatmu. meskipun itu hanya terucap. dari mulutmu. dari dirimu yang terlanjur mampu. bahagiakan aku. hingga ujung waktuku. selalu untuk jadi milikku. kuingin engkau mampu. kuingin engkau selalu bisa. temani diriku. sampai akhir hayatmu. meskipun itu hanya terucap. dari mulutmu. dari dirimu yang terlanjur mampu. bahagiakan aku. hingga ujung waktuku. selalu,bahagia
